director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes,profit,total
George Sidney,21.0,107.0,24.0,Howard Keel,277.0,8000000,Biography,Keenan Wynn,Annie Get Your Gun,3167,731,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,90.0,English,USA,Passed,3768785,1950,7.0,1.37,456,4231215,8000000
Christopher Morris,246.0,97.0,69.0,Riz Ahmed,414.0,304137,Comedy,Kayvan Novak,Four Lions,55982,1269,http://www.imdb.com/title/tt1341167/?ref_=fn_tt_tt_1,148.0,English,UK,R,47644514,2010,7.3,1.85,17000,-47340377,304137
Andrucha Waddington,42.0,115.0,6.0,Seu Jorge,119.0,47644514,Drama,Fernanda Montenegro,House of Sand,2650,222,http://www.imdb.com/title/tt0373747/?ref_=fn_tt_tt_1,35.0,Portuguese,Brazil,R,8000000,2005,7.5,2.35,385,39644514,47644514
Peter Stebbings,78.0,95.0,89.0,Tony Nappo,963.0,37606,Comedy,Michael Kelly,Defendor,31836,2658,http://www.imdb.com/title/tt1303828/?ref_=fn_tt_tt_1,90.0,English,Canada,R,3500000,2009,6.8,2.35,0,-3462394,37606
Vincente Minnelli,41.0,102.0,136.0,Reginald Owen,89.0,2956000,Adventure,Gladys Cooper,The Pirate,3258,282,http://www.imdb.com/title/tt0040694/?ref_=fn_tt_tt_1,54.0,English,USA,Approved,3700000,1948,7.1,1.37,359,-744000,2956000
Dagur Kári,61.0,99.0,29.0,Susan Blommaert,117.0,19959,Drama,Alice Olivia Clarke,The Good Heart,3579,298,http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1,14.0,English,Iceland,R,3800000,2009,6.9,2.35,0,-3780041,19959
Nicholas Hytner,112.0,109.0,13.0,Russell Tovey,3000.0,2706659,Comedy,Dominic Cooper,The History Boys,17770,5977,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,172.0,English,UK,R,2000000,2006,6.9,1.85,0,706659,2706659
John Schlesinger,88.0,113.0,154.0,Barnard Hughes,183.0,47644514,Drama,Brenda Vaccaro,Midnight Cowboy,76616,465,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,334.0,English,USA,X,3600000,1969,7.9,1.85,0,44044514,47644514
Peter Cattaneo,122.0,91.0,11.0,Mark Addy,1000.0,45857453,Comedy,Tom Wilkinson,The Full Monty,82232,2323,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,174.0,English,UK,R,3500000,1997,7.2,1.85,0,42357453,45857453
Jim Abrahams,134.0,88.0,104.0,Lloyd Bridges,628.0,83400000,Comedy,Peter Graves,Airplane!,160281,2726,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,427.0,English,USA,PG,3500000,1980,7.8,1.85,16000,79900000,83400000
Kevin Carraway,11.0,88.0,2.0,Max Ryan,2000.0,47644514,Action,Michael Jai White,Chain of Command,801,2886,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1,14.0,English,USA,R,5000000,2015,3.5,1.33,358,42644514,47644514
F. Gary Gray,20.0,97.0,473.0,John Witherspoon,826.0,27900000,Comedy,Nia Long,Friday,74626,3455,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,157.0,English,USA,R,3500000,1995,7.3,1.85,8000,24400000,27900000
Albert Hughes,28.0,97.0,117.0,Larenz Tate,851.0,27900000,Crime,Jada Pinkett Smith,Menace II Society,39508,3036,http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1,96.0,English,USA,R,3500000,1993,7.5,1.85,0,24400000,27900000
Michael Gornick,95.0,85.0,10.0,Holt McCallany,3000.0,14000000,Comedy,George Kennedy,Creepshow 2,15956,3617,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,118.0,English,USA,R,3500000,1987,6.0,1.85,1000,10500000,14000000
Sam Peckinpah,31.0,121.0,541.0,Jason Robards,575.0,47644514,Comedy,Slim Pickens,The Ballad of Cable Hogue,6350,1970,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,62.0,English,USA,R,3716946,1970,7.3,1.85,357,43927568,47644514
Richard Brooks,79.0,134.0,174.0,Robert Blake,255.0,47644514,Biography,John Forsythe,In Cold Blood,19026,970,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,128.0,English,USA,Approved,3500000,1967,8.0,2.35,0,44144514,47644514
Fred Zinnemann,25.0,149.0,160.0,Peter Finch,157.0,47644514,Drama,Colleen Dewhurst,The Nun's Story,7071,646,http://www.imdb.com/title/tt0053131/?ref_=fn_tt_tt_1,83.0,English,USA,Not Rated,3500000,1959,7.6,1.78,930,44144514,47644514
Jack Smight,22.0,121.0,22.0,Robert Wagner,606.0,47644514,Action,Janet Leigh,Harper,5941,2402,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,74.0,English,USA,Not Rated,3500000,1966,7.0,2.35,470,44144514,47644514
Alfred Hitchcock,110.0,116.0,13000.0,Jean Marsh,195.0,47644514,Thriller,Bernard Cribbins,Frenzy,30982,771,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,199.0,English,UK,R,2000000,1972,7.5,1.85,0,45644514,47644514
Robert Eggers,425.0,92.0,22.0,Kate Dickie,648.0,25138292,Horror,Julian Richings,The Witch,66483,1122,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,452.0,English,USA,R,3500000,2015,6.8,1.66,43000,21638292,25138292
Michael Martin,19.0,93.0,0.0,Master P,625.0,10305534,Comedy,Joe Estevez,I Got the Hook Up,1721,987,http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1,38.0,English,USA,R,3500000,1998,3.9,1.85,280,6805534,10305534
Edward Burns,43.0,96.0,0.0,Frank Vincent,385.0,9449219,Comedy,John Mahoney,She's the One,13949,995,http://www.imdb.com/title/tt0117628/?ref_=fn_tt_tt_1,98.0,English,USA,R,3500000,1996,6.1,1.85,453,5949219,9449219
Bill Condon,127.0,105.0,386.0,Lynn Redgrave,3000.0,6390032,Biography,Brendan Fraser,Gods and Monsters,24977,4238,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,229.0,English,USA,R,3500000,1998,7.5,2.35,0,2890032,6390032
Juan José Campanella,262.0,129.0,195.0,Soledad Villamil,827.0,20167424,Drama,Ricardo Darín,The Secret in Their Eyes,131831,1044,http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1,231.0,Spanish,Argentina,R,2000000,2009,8.2,2.35,33000,18167424,20167424
Gideon Raff,33.0,94.0,47.0,Gloria Votsis,430.0,47644514,Horror,Gideon Emery,Train,4790,836,http://www.imdb.com/title/tt1015474/?ref_=fn_tt_tt_1,52.0,English,USA,R,47644514,2008,4.8,1.85,804,0,47644514
Sam Raimi,252.0,37.0,0.0,Dan Hicks,634.0,5923044,Comedy,Ted Raimi,Evil Dead II,113451,1347,http://www.imdb.com/title/tt0092991/?ref_=fn_tt_tt_1,537.0,English,USA,X,3600000,1987,7.8,1.85,0,2323044,5923044
Louis C.K.,31.0,81.0,0.0,J.B. Smoove,560.0,3293258,Action,Wanda Sykes,Pootie Tang,11399,2238,http://www.imdb.com/title/tt0258038/?ref_=fn_tt_tt_1,131.0,English,USA,PG-13,3000000,2001,5.2,1.85,0,293258,3293258
Anthony C. Ferrante,139.0,97.0,48.0,John Heard,984.0,47644514,Horror,Ian Ziering,Sharknado,34532,3075,http://www.imdb.com/title/tt2724064/?ref_=fn_tt_tt_1,236.0,English,USA,TV-14,1000000,2013,3.3,1.78,93000,46644514,47644514
Salvador Carrasco,39.0,106.0,22.0,Zaide Silvia Gutiérrez,174.0,886410,Drama,Elpidia Carrillo,La otra conquista,1024,222,http://www.imdb.com/title/tt0175996/?ref_=fn_tt_tt_1,494.0,Spanish,Mexico,R,3500000,1998,6.8,1.85,140,-2613590,886410
André Øvredal,337.0,103.0,12.0,Johanna Mørck,29.0,252652,Comedy,Otto Jespersen,Trollhunter,54104,44,http://www.imdb.com/title/tt1740707/?ref_=fn_tt_tt_1,199.0,Norwegian,Norway,PG-13,19900000,2010,7.0,1.85,38000,-19647348,252652
Robert Cary,30.0,101.0,0.0,Fred Willard,827.0,220234,Comedy,Frances Conroy,Ira & Abby,1950,3574,http://www.imdb.com/title/tt0480251/?ref_=fn_tt_tt_1,24.0,English,USA,R,3500000,2006,6.5,1.85,360,-3279766,220234
Adam Rapp,50.0,98.0,9.0,Will Ferrell,11000.0,101228,Comedy,Zooey Deschanel,Winter Passing,7228,20009,http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,53.0,English,USA,R,3500000,2005,6.4,1.85,414,-3398772,101228
Angela Robinson,50.0,91.0,23.0,Geoff Stults,4000.0,96793,Action,Jordana Brewster,D.E.B.S.,12188,6380,http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,3500000,2004,5.3,2.35,1000,-3403207,96793
Avi Nesher,5.0,104.0,6.0,Elizabeth Berkley,922.0,47644514,Action,Fisher Stevens,Taxman,372,2406,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1,20.0,English,USA,R,1000000,1998,5.5,1.37,18,46644514,47644514
Uwe Boll,17.0,86.0,892.0,Shelly Varod,603.0,47644514,Action,Bashar Rahal,In the Name of the King: The Last Job,1285,854,http://www.imdb.com/title/tt2379386/?ref_=fn_tt_tt_1,10.0,English,Canada,R,3500000,2014,3.3,1.78,721,44144514,47644514
Mark Young,7.0,92.0,14.0,Jake Busey,2000.0,47644514,Action,Alexa PenaVega,Wicked Blood,1928,3854,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1,10.0,English,USA,Not Rated,3500000,2014,5.4,1.85,482,44144514,47644514
Antonio Simoncini,3.0,90.0,0.0,Joe Egan,1000.0,47644514,Crime,Ray Winstone,Lords of London,610,1183,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1,18.0,English,UK,R,3440000,2014,3.1,2.35,606,44204514,47644514
Mel Brooks,55.0,94.0,0.0,Harvey Korman,1000.0,47644514,Comedy,Madeline Kahn,High Anxiety,15115,2861,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,102.0,English,USA,PG,3400000,1977,6.7,1.85,0,44244514,47644514
Luc Jacquet,169.0,80.0,10.0,Sofie Gråbøl,11000.0,77413017,Documentary,Morgan Freeman,March of the Penguins,45984,11218,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1,331.0,French,France,G,8000000,2005,7.6,1.85,0,69413017,77413017
J.C. Chandor,290.0,107.0,78.0,Demi Moore,18000.0,5354039,Biography,Kevin Spacey,Margin Call,92599,22834,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,225.0,English,USA,R,3500000,2011,7.1,1.85,21000,1854039,5354039
Eldar Rapaport,10.0,99.0,0.0,Adrian Gonzalez,141.0,47644514,Drama,Murray Bartlett,August,1262,320,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1,13.0,English,USA,Not Rated,47644514,2011,6.1,2.35,224,0,47644514
Clark Gregg,159.0,92.0,0.0,Matt Gerald,1000.0,2926565,Comedy,Anjelica Huston,Choke,28573,3608,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1,72.0,English,USA,R,3000000,2008,6.5,1.66,0,-73435,2926565
Damien Chazelle,535.0,107.0,141.0,Melissa Benoist,24000.0,13092000,Drama,J.K. Simmons,Whiplash,399138,26495,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1,731.0,English,USA,R,3300000,2014,8.5,2.4,129000,9792000,13092000
Fernando Meirelles,214.0,135.0,353.0,Seu Jorge,1000.0,7563397,Crime,Alice Braga,City of God,533200,1211,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1,749.0,Portuguese,Brazil,R,3300000,2002,8.7,1.85,28000,4263397,7563397
Justin Kerrigan,47.0,99.0,8.0,John Simm,798.0,104257,Comedy,Danny Dyer,Human Traffic,19194,1430,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,160.0,English,UK,R,2200000,1999,7.1,1.85,0,-2095743,104257
Karen Moncrieff,85.0,93.0,22.0,Bruce Davison,11000.0,17311,Crime,James Franco,The Dead Girl,12304,11860,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1,73.0,English,USA,R,47644514,2006,6.7,1.85,799,-47627203,17311
Thomas Vinterberg,349.0,115.0,346.0,Alexandra Rapaport,74.0,610968,Drama,Thomas Bo Larsen,The Hunt,170155,216,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1,249.0,Danish,Denmark,R,3800000,2012,8.3,2.35,60000,-3189032,610968
Bob Clark,109.0,94.0,84.0,Darren McGavin,662.0,47644514,Comedy,Zack Ward,A Christmas Story,104908,2076,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,458.0,English,USA,PG,4000000,1983,8.1,1.85,18000,43644514,47644514
Alejandro Monteverde,60.0,91.0,38.0,Ramon Rodriguez,625.0,8108247,Drama,Armando Riesco,Bella,9607,2747,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1,174.0,English,USA,PG-13,3300000,2006,7.4,1.85,0,4808247,8108247
Mark L. Lester,101.0,98.0,73.0,Perry King,595.0,47644514,Action,Roddy McDowall,Class of 1984,6549,1105,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1,75.0,English,Canada,R,4300000,1982,6.6,1.85,934,43344514,47644514
Laurent Cantet,212.0,128.0,39.0,Agame Malembo-Emene,15.0,3766595,Drama,François Bégaudeau,The Class,29248,17,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1,86.0,French,France,PG-13,47644514,2008,7.5,2.35,0,-43877919,3766595
Roman Polanski,215.0,136.0,2000.0,Mia Farrow,917.0,47644514,Drama,John Cassavetes,Rosemary's Baby,140527,2997,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,447.0,English,USA,R,2300000,1968,8.0,1.85,13000,45344514,47644514
John Ford,107.0,113.0,673.0,Woody Strode,756.0,47644514,Drama,Lee Marvin,The Man Who Shot Liberty Valance,53741,2693,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,214.0,English,USA,Approved,3200000,1962,8.1,1.85,0,44444514,47644514
Max Mayer,122.0,99.0,6.0,Terry Walters,828.0,2277396,Drama,Peter Gallagher,Adam,29239,1936,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1,70.0,English,USA,PG-13,47644514,2009,7.2,2.35,0,-45367118,2277396
Joshua Marston,155.0,101.0,13.0,Wilson Guerrero,280.0,6517198,Crime,Catalina Sandino Moreno,Maria Full of Grace,30474,308,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1,172.0,Spanish,Colombia,R,3000000,2004,7.5,1.85,0,3517198,6517198
Mike Mills,261.0,105.0,101.0,Lou Taylor Pucci,1000.0,5776314,Comedy,Goran Visnjic,Beginners,73349,2016,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,142.0,English,USA,R,3200000,2010,7.2,1.85,15000,2576314,5776314
John Gulager,130.0,95.0,38.0,Eric Dane,164000.0,47644514,Action,Krista Allen,Feast,25542,170118,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1,252.0,English,USA,R,3200000,2005,6.4,2.35,0,44444514,47644514
John Landis,94.0,109.0,644.0,Karen Allen,1000.0,141600000,Comedy,John Belushi,Animal House,90177,3468,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,257.0,English,USA,R,3000000,1978,7.6,1.85,0,138600000,141600000
Guy Hamilton,164.0,110.0,82.0,Gert Fröbe,387.0,51100000,Action,Honor Blackman,Goldfinger,139432,1198,http://www.imdb.com/title/tt0058150/?ref_=fn_tt_tt_1,418.0,English,UK,Approved,3000000,1964,7.8,1.37,0,48100000,51100000
Brandon Cronenberg,188.0,108.0,43.0,Douglas Smith,691.0,47644514,Horror,Sarah Gadon,Antiviral,9356,1962,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1,47.0,English,Canada,Not Rated,3200000,2012,5.7,1.85,0,44444514,47644514
Frank Capra,206.0,118.0,964.0,Lionel Barrymore,488.0,47644514,Drama,Donna Reed,It's a Wonderful Life,275720,1844,http://www.imdb.com/title/tt0038650/?ref_=fn_tt_tt_1,706.0,English,USA,PG,3180000,1946,8.6,1.37,41000,44464514,47644514
Danny Boyle,134.0,94.0,0.0,Shirley Henderson,2000.0,16501785,Drama,Kelly Macdonald,Trainspotting,469561,3559,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,514.0,English,UK,R,3500000,1996,8.2,1.85,21000,13001785,16501785
Spike Lee,53.0,115.0,0.0,Cedric the Entertainer,1000.0,38168022,Comedy,Bernie Mac,The Original Kings of Comedy,4687,1964,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1,83.0,English,USA,R,3000000,2000,6.6,1.85,290,35168022,38168022
Tod Williams,264.0,98.0,21.0,Molly Ephraim,438.0,84749884,Horror,Sprague Grayden,Paranormal Activity 2,82133,1081,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,359.0,English,USA,R,3000000,2010,5.7,1.85,14000,81749884,84749884
Kirk Jones,94.0,91.0,52.0,David Kelly,773.0,24788807,Comedy,James Nesbitt,Waking Ned Devine,21245,1965,http://www.imdb.com/title/tt0166396/?ref_=fn_tt_tt_1,213.0,English,UK,PG,3000000,1998,7.4,2.35,0,21788807,24788807
Michael Moore,215.0,120.0,909.0,Dick Clark,909.0,21244913,Crime,Michael Moore,Bowling for Columbine,123090,1779,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1,888.0,English,Germany,R,4000000,2002,8.0,1.85,4000,17244913,21244913
Yimou Zhang,85.0,109.0,611.0,Daoming Chen,878.0,377420,Drama,Li Gong,Coming Home,2789,900,http://www.imdb.com/title/tt3125472/?ref_=fn_tt_tt_1,20.0,Mandarin,China,PG-13,47644514,2014,7.3,2.35,0,-47267094,377420
Jack Sholder,138.0,87.0,28.0,Robert Rusler,426.0,30000000,Fantasy,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge,43485,1472,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,327.0,English,USA,R,2200000,1985,5.4,1.85,0,27800000,30000000
James Ivory,55.0,117.0,133.0,Rupert Graves,687.0,20966644,Drama,Julian Sands,A Room with a View,29610,1665,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,94.0,English,UK,Unrated,3000000,1985,7.4,1.66,0,17966644,20966644
James DeMonaco,361.0,85.0,65.0,Adelaide Kane,942.0,64423650,Horror,Rhys Wakefield,The Purge,139329,3708,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,578.0,English,USA,R,3000000,2013,5.7,2.35,31000,61423650,64423650
Scott Derrickson,411.0,110.0,301.0,Victoria Leigh,1000.0,48056940,Horror,Danielle Kotch,Sinister,155153,2239,http://www.imdb.com/title/tt1922777/?ref_=fn_tt_tt_1,524.0,English,USA,R,3000000,2012,6.8,2.35,58000,45056940,48056940
David Raynr,24.0,113.0,9.0,Mikki Padilla,71.0,19184015,Biography,Nancy O'Dell,Martin Lawrence Live: Runteldat,1466,159,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1,35.0,English,USA,R,3000000,2002,5.4,1.85,63,16184015,19184015
Richard Brooks,70.0,108.0,174.0,Judith Anderson,253.0,47644514,Drama,Burl Ives,Cat on a Hot Tin Roof,33741,649,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1,141.0,English,USA,Approved,3000000,1958,8.1,1.85,0,44644514,47644514
Ted Post,78.0,95.0,57.0,Gregory Sierra,220.0,47644514,Action,Linda Harrison,Beneath the Planet of the Apes,32378,1186,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,150.0,English,USA,G,3000000,1970,6.1,2.35,0,44644514,47644514
Charles Martin Smith,35.0,98.0,188.0,Bill Cobbs,2000.0,24629916,Comedy,Kevin Zegers,Air Bud,12942,4277,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,34.0,English,USA,PG,3000000,1997,5.1,1.85,902,21629916,24629916
Kunihiko Yuyama,39.0,93.0,8.0,Eric Stuart,88.0,47644514,Action,Veronica Taylor,Pokémon 3: The Movie,9066,373,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1,55.0,Japanese,Japan,G,16000000,2000,5.6,1.85,38,31644514,47644514
Tom McLoughlin,158.0,86.0,41.0,Ron Palillo,956.0,19472057,Horror,Tony Goldwyn,Jason Lives: Friday the 13th Part VI,25332,1862,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1,307.0,English,USA,R,3000000,1986,5.9,1.85,0,16472057,19472057
David Lean,122.0,161.0,767.0,Sessue Hayakawa,682.0,27200000,Adventure,William Holden,The Bridge on the River Kwai,149444,1035,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1,273.0,English,UK,PG,3000000,1957,8.2,2.35,0,24200000,27200000
Patrick Read Johnson,16.0,100.0,32.0,Royal Dano,610.0,15369573,Adventure,Ariana Richards,Spaced Invaders,2580,1441,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,54.0,English,USA,PG,3000000,1990,5.3,1.85,710,12369573,15369573
Alfred Hitchcock,67.0,120.0,13000.0,Bruce Dern,897.0,47644514,Comedy,Ed Lauter,Family Plot,15293,2811,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1,111.0,English,USA,PG,4490375,1976,6.8,1.85,609,43154139,47644514
Billy Wilder,183.0,125.0,0.0,Ray Walston,516.0,47644514,Comedy,Fred MacMurray,The Apartment,109335,1328,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1,241.0,English,USA,Approved,3000000,1960,8.3,2.35,0,44644514,47644514
Adam Marcus,112.0,91.0,18.0,Leslie Jordan,935.0,15935068,Fantasy,Kane Hodder,Jason Goes to Hell: The Final Friday,19331,2899,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1,317.0,English,USA,R,2500000,1993,4.3,1.85,949,13435068,15935068
Alfred Hitchcock,64.0,128.0,13000.0,Lila Kedrova,18.0,47644514,Thriller,Tamara Toumanova,Torn Curtain,18656,70,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1,137.0,English,USA,Approved,6000000,1966,6.7,1.85,933,41644514,47644514
Michel Gondry,114.0,100.0,1000.0,Dave Chappelle,989.0,11694528,Comedy,Common,Dave Chappelle's Block Party,7721,2165,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1,72.0,English,USA,R,3000000,2005,7.2,1.85,635,8694528,11694528
John Maclean,246.0,84.0,85.0,Kodi Smit-McPhee,13000.0,229094,Western,Michael Fassbender,Slow West,27650,14696,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1,88.0,English,UK,R,47644514,2015,6.9,1.66,0,-47415420,229094
Benny Boom,49.0,84.0,23.0,Donald Faison,1000.0,10017041,Action,Omari Hardwick,Next Day Air,8265,4815,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1,20.0,English,USA,R,3000000,2009,5.9,1.85,545,7017041,10017041
Richard Brooks,42.0,146.0,174.0,Jean Simmons,556.0,47644514,Drama,Shirley Jones,Elmer Gantry,7998,1444,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1,81.0,English,USA,Approved,3000000,1960,7.9,1.66,808,44644514,47644514
Stanley Kramer,73.0,186.0,176.0,Montgomery Clift,877.0,47644514,Drama,Maximilian Schell,Judgment at Nuremberg,44457,3847,http://www.imdb.com/title/tt0055031/?ref_=fn_tt_tt_1,176.0,English,USA,Not Rated,3000000,1961,8.3,1.75,0,44644514,47644514
David Raynr,16.0,94.0,9.0,Deon Richmond,927.0,9016377,Comedy,Donald Faison,Trippin',1004,1936,http://www.imdb.com/title/tt0160298/?ref_=fn_tt_tt_1,8.0,English,USA,R,47644514,1999,5.2,1.85,143,-38628137,9016377
Howard Hawks,91.0,126.0,393.0,Walter Brennan,862.0,47644514,Action,Montgomery Clift,Red River,21316,2269,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1,162.0,English,USA,Approved,3000000,1948,7.8,1.37,0,44644514,47644514
Nnegest Likké,37.0,99.0,18.0,Jimmy Jean-Louis,939.0,7059537,Comedy,Mo'Nique,Phat Girlz,8279,2321,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1,101.0,English,USA,PG-13,3000000,2006,3.0,1.85,837,4059537,7059537
Richard Linklater,405.0,109.0,0.0,Ariane Labed,140.0,8114507,Drama,Seamus Davey-Fitzpatrick,Before Midnight,95362,328,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1,270.0,English,USA,R,3000000,2013,7.9,1.85,62000,5114507,8114507
Christopher Leitch,29.0,95.0,4.0,Robert Neary,641.0,7888703,Comedy,John Astin,Teen Wolf Too,8465,1389,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1,65.0,English,USA,PG,3000000,1987,3.2,1.85,491,4888703,7888703
Don Coscarelli,81.0,97.0,152.0,A. Michael Baldwin,674.0,7282851,Action,Angus Scrimm,Phantasm II,9502,1395,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,100.0,English,USA,R,3000000,1988,6.5,1.85,812,4282851,7282851
Patricia Cardoso,75.0,90.0,15.0,Lupe Ontiveros,953.0,5844929,Comedy,America Ferrera,Real Women Have Curves,6000,2510,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1,109.0,English,USA,PG-13,3000000,2002,7.0,1.85,595,2844929,5844929
Deepa Mehta,91.0,117.0,375.0,Lisa Ray,1000.0,3222857,Drama,John Abraham,Water,12560,1394,http://www.imdb.com/title/tt0240200/?ref_=fn_tt_tt_1,147.0,Hindi,Canada,PG-13,47644514,2005,7.8,2.35,0,-44421657,3222857
Damien O'Donnell,82.0,96.0,70.0,Jimi Mistry,883.0,4170647,Comedy,Archie Panjabi,East Is East,14548,1616,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,161.0,English,UK,R,1900000,1999,6.9,1.85,1000,2270647,4170647
Peter M. Cohen,48.0,82.0,0.0,Brian Van Holt,472.0,4142507,Comedy,Callie Thorne,Whipped,3665,858,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1,81.0,English,USA,R,3000000,2000,4.4,1.85,131,1142507,4142507
Mira Nair,33.0,109.0,300.0,Sarita Choudhury,729.0,4109095,Crime,Indira Varma,Kama Sutra: A Tale of Love,8239,1292,http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1,92.0,English,USA,R,3000000,1996,6.0,1.85,0,1109095,4109095
Nicole Holofcener,133.0,90.0,132.0,Thomas Ian Nicholas,1000.0,4033268,Comedy,Oliver Platt,Please Give,9808,3692,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1,53.0,English,USA,R,47644514,2010,6.6,2.35,0,-43611246,4033268
Mel Stuart,104.0,89.0,21.0,Jack Albertson,240.0,47644514,Family,Peter Ostrum,Willy Wonka & the Chocolate Factory,128334,1011,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1,349.0,English,USA,G,3000000,1971,7.8,1.33,0,44644514,47644514
Anthony Hickox,22.0,98.0,16.0,Zach Galligan,687.0,3902679,Fantasy,Julian Sands,Warlock: The Armageddon,3943,1806,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1,49.0,English,USA,R,3000000,1993,5.3,1.66,217,902679,3902679
